77	182.269
78	184.616
79	186.249
80	187.701
81	190.598
82	192.65
83	193.026
84	194.243
85	195.032
86	196.285
87	197.549
88	198.855
89	199.494
90	199.892
91	200.961
92	202.379
93	202.347
94	203.35
95	203.717
96	204.23
97	205.429
98	206.733
99	206.39
100	207.595
101	208.386
102	210.048
103	210.551
104	211.73
105	212.92
106	213.684
107	215.323
108	217.082
109	217.386
110	218.427
111	219.755
112	221.912
113	223.147
114	225.188
115	226.056
116	227.313
117	229.542
118	231.456
119	231.156
120	231.698
121	232.237
122	232.761
123	232.891
124	233.82
125	233.09
126	232.62
